"date","symbol","rank","buytext","buypoint"
"12/17/12","TCBI","33","Longtimeleadernow below10-weekline asnew base forms.",
"12/17/12","IPGP","36","Sketchesdouble-bottom; 2% belowpotential61.61buy point.","61.61"
"12/17/12","SHW","39","Movepast 156.60entry fumbles, testssupport at 10-weekavg","156.60"
"12/17/12","RNF","42","Formingbaseon basepattern w/support at10-week avg.",
"12/17/12","TDG","45","Formingnew baseas itconsolidatesbelow10-week avg.",
"12/17/12","CPRT","48","4%over 29.08buy pt;breakout from square-box base.","29.08"
"12/17/12","DISCA","50","Lingeringbelow 62.46buypoint, above 10-weeksupport.","62.46"
"12/19/11","ULTA","1","Big-volumefallbelow10-weekavg isn'tfatal, but damaging.",
"12/19/11","MA","4","Lessthan 1%below 362.04buy pointfrom cup without handle.","362.04"
"12/19/11","V","7","Forms3-weeks-tight w/98.70entry afterbounce off10-week.","98.70"
"12/19/11","ALXN","2","Maybe formingflatbase with70.52 buypoint.","70.52 "
"12/19/11","SWI","5","Infirst test of 10-weekline sinceOct. 27 breakout.",
"12/19/11","HMSY","8","Extended12%past 27.92cup-with-handlebuy point.","27.92"
"12/19/11","ISRG","3","Formingpotentialbase-on-base. Alsotesting 10-weekline.",
"12/19/11","QCOR","6","Nearingfirst testof 10-weekline since Octoberbreakout.",
"12/19/11","GOLD","9","Buildingnew baseafter breakout fails.",
"12/19/11","PRGO","10","Gets supportat 10-weekavgafter pullbackfrom new high.",
"12/19/11","DLTR","13","Formsthree-weeks-tight patternwith 84.09buy point.","84.09"
"12/19/11","CVLT","11","2%below47.66buy point, supportat 10-weekline.","47.66"
"12/19/11","NUAN","14","Handleforms toolowin firststage, base-on-base pattern.",
"12/19/11","PNRA","12","Gets supportat 10-weekline after1st pullback sincebreakout.",
"12/19/11","HANS","15","Justbelow97.41buy pointina shortflatbase.","97.41"
"12/19/11","NTES","16","Handlehas becomeasix-week cup base with51.09buy point.","51.09"
"12/19/11","TDG","19","Firsttest of 10-weekline since clearing93.39buy point.","93.39"
"12/19/11","TSCO","22","4%above 70.20trigger;testing10-week linein softvolume.","70.20"
"12/19/11","HLF","25","Triesto form new baseafter failedbreakout.Under 200-day.",
"12/19/11","CMG","28","Couldbeetching handleinshallow,seven-weekbase.",
"12/19/11","GOOG","17","4%past599.70 cup-with-handlebuy pt; forms3-weeks-tight.","599.70 "
"12/19/11","DG","20","Newhighs, volumesupport above 40.81flat-basebuy point.","40.81"
"12/19/11","NUS","23","Formingpotentialflatbase. Would bethird-stagepattern.",
"12/19/11","ANSS","26","Stillabove57.25 entryafter finding supportat 10-week.","57.25 "
"12/19/11","INT","29","Backunder buy pointaftertopping 42.22entry inhandle.","42.22"
"12/19/11","PII","18","Breakoutpast 61.60buypoint fails;now below10-weekline","61.60"
"12/19/11","MELI","21","Triggers8% sell ruleafter Dec.5 breakout past90.09entry.","90.09"
"12/19/11","HIBB","24","Infirst test of 10-weekline sinceclearing43.10trigger.","43.10"
"12/19/11","RGLD","27","Handlewith82.80 entrynow toodeep at 17%.Still basing.","82.80 "
"12/19/11","GWW","30","Secondvisit to10-week areasinceOct. 18 breakout.",
"12/19/11","TJX","31","Just1%past 61.38entryinthree-weeks-tight pattern.","61.38"
"12/19/11","CELG","34","Stillwithinbuy range ofcup base's 62.59buy point.","62.59"
"12/19/11","VRSK","37","11%above35.37buy pointfrom odd cup with handle.","35.37"
"12/19/11","SBNY","40","Justunder 58.84buypoint infirst-stagecup with handle.","58.84"
"12/19/11","AAP","43","Newhandleforms with buypoint of71.10.","71.10"
"12/19/11","ENDP","47","Underaccumulation but hitsresistanceat its40-week avg.",
"12/19/11","BIIB","32","Addshandletobase-on-base pattern, but handleislow.",
"12/19/11","BWLD","35","Supportat40-week avg,forminghandlew/ 67.52buy ptant.","67.52"
"12/19/11","RHT","38","Below47.79buypoint andbelow 10-weekline.","47.79"
"12/19/11","BBBY","41","In6th week of flatbase,part of base-on-basepattern.",
"12/19/11","CXO","44","Maybe forminghandlew/ 105.76 buyptin longcup base.","105.76 "
"12/19/11","FDO","46","Formingbaseon basewith 69.09buy point.","69.09"
"12/19/11","SHPGY","49","Stillbuildingrightside toa first-stagebase.",
"12/19/11","FFIV","33","Formingbasewithin much largerconsolidation.",
"12/19/11","HUM","36","Keepsholding justover 10-weekafter topping80.74 entry.","80.74 "
"12/19/11","FAST","39","9%past37.88buy point; brokeoutof 1st-stagebase.","37.88"
"12/19/11","TCBI","42","Recoversafterfalling 4% below29.08handlebuy point.","29.08"
"12/19/11","RL","45","Resistanceat10-weekline continuesas new baseforms.",
"12/19/11","INTC","48","Below10-weekagain; nearrecent23.49 double-bottomentry.","23.49 "
"12/19/11","EBIX","50","Sixup weeks inheavytrade are goodasit buildsbase.",
"12/20/10","LULU","2","Very extended, record highs after bouncing off 10-week line.",
"12/20/10","PCLN","6","Support at 10-week line; has formed flat base.",
"12/20/10","RVBD","3","Extended after surging from second pullback to 10-week line.",
"12/20/10","CMG","7","In first test of 10-week line after 9/1 breakout.",
"12/20/10","DECK","4","Up 56% from 54.86 cup w/ handle buy point.","54.86 "
"12/20/10","SLW","8","Making 2nd straight week of downward reversal.",
"12/20/10","FFIV","1","Still 6% past its 128.05 buy point from 3-weeks tight.","128.05 "
"12/20/10","NFLX","5","Third test of 10-week area since August breakout.",
"12/20/10","APKT","9","Breaks upper channel line going back to July - a red flag.",
"12/20/10","BIDU","10","Sinks further below its 10-week average in heavy trade.",
"12/20/10","CYD","14","Extended 27% from 21.78 buy point in October breakout.","21.78 "
"12/20/10","ROVI","18","Extended from base-on-base breakout in September.",
"12/20/10","SWKS","11","Returns to 52-week high after rebounding off 10-week line.",
"12/20/10","EZPW","15","Extended 27% past 22.05 buy point from cup with handle.","22.05 "
"12/20/10","ILMN","19","Nine week advance ends in three weeks tight; 66.69 buy point.","66.69 "
"12/20/10","CXO","12","Recoups slightly from prior week's heavy-volume drop.",
"12/20/10","EBIX","16","Reclaims 10-week average line after November plunge.",
"12/20/10","VIT","20","10-week line gives way; volume surges as stock drops.",
"12/20/10","ARUN","13","Struggles since Nov. 2 breakout from short cup base.",
"12/20/10","VMW","17","Forming possible high handle to cup base with 92.05 buy pt.","92.05 "
"12/20/10","TSCO","24","Extended after pullback near its 10-week line.",
"12/20/10","ABV","28","Pokes briefly above 145.46 buy point in flat base; no volume.","145.46 "
"12/20/10","SMTC","32","Reverses lower after surpassing a 24.49 3-weeks-tight buy pt.","24.49 "
"12/20/10","ST","36","41% over 21.22 buy pt after breakout from 5-month cup.","21.22 "
"12/20/10","NETL","40","Slips below 32.30 buy pt. in deep cup w/handle; weak volume.","32.30 "
"12/20/10","COH","21","31% past 44.47 buy point; breakout from 31/2-mos base .","44.47 "
"12/20/10","AAPL","25","Creeps to new highs from later-stage base; quiet volume.",
"12/20/10","NTAP","29","New base forming, but lacking accumulation.",
"12/20/10","AAP","33","Breakout from 68.98 square-box buy point goes in reverse.","68.98 "
"12/20/10","NOG","37","Extended after second, big rebound from 10-wk line.",
"12/20/10","SINA","22","Pulls back from high; support near 10-wk line in Nov.",
"12/20/10","DLTR","26","Quiet after three-weeks-tight pattern; 57.45 buy point.","57.45 "
"12/20/10","IDCC","30","Extended 6% past 36.91 buy point of square-box base.","36.91 "
"12/20/10","SHOO","34","Tests 10-week support; just past 44.95 buy pt. in short cup.","44.95 "
"12/20/10","SLH","38","Six-week-old shallow base with potential 53.22 buy pt.","53.22 "
"12/20/10","INFA","23","Extended after second bounce off its 10-week line.",
"12/20/10","CTSH","27","Near 71.39 buy point in cup with high handle.","71.39 "
"12/20/10","EW","31","Soars out of flat base; 22% extended, 69.39 buy point.","69.39 "
"12/20/10","ENDP","35","Forming flat base but falls below 10-week line.",
"12/20/10","CHKP","39","26% past 36.31 buy pt; breakout from 5-mos cup-w/handle.","36.31 "
"12/20/10","LYB","44","9% past 29.20 buy pt after light-volume dip to 10-wk.","29.20 "
"12/20/10","BIIB","48","16% past 58.74 cup-with-handle buy point.","58.74 "
"12/20/10","JNPR","41","Clears 36.10 square-box buy point, but in weak volume.","36.10 "
"12/20/10","MELI","45","4% past 67.22 buy point in double bottom base.","67.22 "
"12/20/10","SRCL","49","At new high and 7% past 73.55 flat base buy point.","73.55 "
"12/20/10","PNRA","43","Climbs to new highs after rebound from 10-week line.",
"12/20/10","PRGO","47","Forms 7th week of cup after failed flat base breakout.",
"12/20/10","TPX","42","Bounces off 10-week on above-average volume.",
"12/20/10","DLB","46","Rebound off 10-week line turned into base-on-base pattern.",
"12/20/10","SNI","50","Stock finds support at 10-week moving average.",
"12/21/09","HMIN","1","Volume again light as pullback continues.",
"12/21/09","VIT","5","Added deep handle to V-shaped pattern.",
"12/21/09","MELI","9","Off highs and just above 47.85 trigger in three-weeks-tight.","47.85 "
"12/21/09","MED","2","Still 11% past 28.77 buy point despite pulling back.","28.77 "
"12/21/09","RAX","6","At new high after shaking off last week's reversal.",
"12/21/09","CTRP","3","Barely retreats from high after strong rebound from 10-week.",
"12/21/09","BUCY","7","Tight base holds too many weekly downside reversals.",
"12/21/09","PCLN","4","Still up modestly from short-stroke pattern.",
"12/21/09","MFW","8","Thin stock extended 50% from 24.96 buy pt in cup w/handle.","24.96 "
"12/21/09","ASIA","13","Reverses off high, but volume a tad below average.",
"12/21/09","TSTC","17","Easing after clearing possible ascending base.",
"12/21/09","CAAS","10","7% past 17.72 buy pt from 3-weeks-tight as it retreats.","17.72 "
"12/21/09","TLVT","14","13% past 32.85 buy pt, weekly downside reversal appears.","32.85 "
"12/21/09","JST","18","Holding near highs after clearing three-month base.",
"12/21/09","NEU","11","Making new highs in diminishing volume.",
"12/21/09","GFA","15","Formed second handle on bone-dry volume.",
"12/21/09","SXCI","19","Drops back to 10-week line. Volume remains soft.",
"12/21/09","HEAT","12","21% past 12.89 buy pt; weekly downside reversal appears.","12.89 "
"12/21/09","ABVT","16","Hits new highs after three bounces off 10-week line.",
"12/21/09","BIDU","20","Dips below 10-week again. May be forming a flat base.",
"12/21/09","ISRG","23","Percherched in three-weeks-tight pattern: RS line near highs.",
"12/21/09","GMCR","27","Reclaims 10-week line for first time in 5 weeks.",
"12/21/09","EPAY","31","Extended 27% past 13.44 buy point from long base.","13.44 "
"12/21/09","CAGC","35","Volume kicked in after recent IPO broke out.",
"12/21/09","LULU","39","From flat base with possible 28.81 buy pt; 10-week support.","28.81 "
"12/21/09","JCG","24","Reversing on heavy trade from 19-month high.",
"12/21/09","VIP","28","Dips below 10-week line as new base forms.",
"12/21/09","WX","32","Gap down Thurs. leads to largest weekly drop since July.",
"12/21/09","NTY","36","Reversing from 52-week high on light volume.",
"12/21/09","TLEO","40","Shaping new base. Has more distribution than accumulation.",
"12/21/09","VPRT","21","Still near highs. Two weeks of selling on low volume.",
"12/21/09","CISG","25","May be forming base, but most activity below 10-week line.",
"12/21/09","ULTA","29","Downward reversal but still holding above 10-week line.",
"12/21/09","LL","33","Rallying off 10-week, mostly in low volume.",
"12/21/09","WIT","37","7% past 21.25 buy pt; breakout from 3-weeks-tight pattern.","21.25 "
"12/21/09","CTSH","22","Touches 10-week support in 5th week of flat base.",
"12/21/09","SIRO","26","Two straight weeks of downward reversals in heavy trade.",
"12/21/09","CACC","30","8% past 37.10 buy pt after breakout from 8-week base.","37.10 "
"12/21/09","VNR","34","Forming a base with possible 19.76 buy point.","19.76 "
"12/21/09","HRBN","38","Makes 2nd pullback to 10-week line; volume low.",
"12/21/09","RHT","44","Up slightly from 28.97 buy point from flat base with handle.","28.97 "
"12/21/09","WNS","48","Thin stock shapes weird consolidation; RS line sags.",
"12/21/09","EJ","41","Shaping handle that is low and deep.",
"12/21/09","BWY","45","May be forming a handle, but thinly traded stock.",
"12/21/09","BCSI","49","Hanging near 52-week high after rebounding off 10-week line.",
"12/21/09","LFT","43","High volume sessions of late have been up days.",
"12/21/09","FFIV","47","Reversing, still 23% past 40.03 three-weeks-tight trigger.","40.03 "
"12/21/09","IAG","42","Dives below 10-week line as gold prices get hammered.",
"12/21/09","WRLD","46","16% past 28.17 buy pt in long handle of 7-month base.","28.17 "
"12/21/09","WCRX","50","Easing, but still 11% past 24.55 buy point in cup base.","24.55 "
"12/22/08","AFAM","1","Failed breakout Nov. 14 was start of new base-building try.",
"12/22/08","AVAV","5","36.32 cup-w-handle buy point breakout is reversing lower.","36.32 "
"12/22/08","APEI","9","Downside reversal 6 weeks ago killed handle to double-bttm.",
"12/22/08","EBS","2","Third week in a row that tests and sees resistance near 26.",
"12/22/08","LPHI","6","Barely took out 39.60 buy point, volume is low on day, week.","39.60 "
"12/22/08","EZPW","3","Has recouped most of Oct-Nov losses to form new cup.",
"12/22/08","ESI","7","Forming right side to cup that began in mid-September.",
"12/22/08","INT","4","Now 19% past 30.31 buy point from cup-shaped base.","30.31 "
"12/22/08","BKR","8","Cup-with-handle buy point is 38.84, but cup is 64% deep.","38.84"
"12/22/08","HS","13","Finally began building right side to new cup-shaped base.",
"12/22/08","HMSY","17","Cleared resistance around 27, still far from 52-week high.",
"12/22/08","SYKE","10","Handle w/ 20.35 buy pt. may become base in its own right.","20.35 "
"12/22/08","ACM","14","7% past 27.30 buy pt, but loses most of week's gains.","27.30 "
"12/22/08","PNRA","18","Clears 53.93 buy point; volume remains unimpressive.","53.93 "
"12/22/08","CELG","11","Having trouble starting right side of long consolidation.",
"12/22/08","PETS","15","May be forming new base after Oct. 31 breakout fell apart.",
"12/22/08","SXCI","19","Thin stock still 2% below 16.76 buy point from cup-w-handle.","16.76 "
"12/22/08","VSEC","12","Forming base since Aug. within larger correction.",
"12/22/08","GTIV","16","May be forming new handle after 12/4 breakout bid faltered.",
"12/22/08","THOR","20","Cleared high handle in sloppy pattern.",
"12/22/08","ENSG","23","Below 17.97 buy point in 7th week of cup-with-handle base.","17.97 "
"12/22/08","QSII","27","Base-building stock posts big week on average volume.",
"12/22/08","CMTL","31","Accumulation weeks gather; stock faces resistance near 50.",
"12/22/08","STRA","35","Breakout fails, retreats to support at 10-week line.",
"12/22/08","EC","39","Super thin oil & gas new issue seeks first valid base.",
"12/22/08","FCFS","24","Slips back below 18.34 buy point, but closes week tight.","18.34 "
"12/22/08","GMCR","28","Rebounds from 10-week as it continues handle on 2-mo. cup.",
"12/22/08","GILD","32","Volume goes slack as stock builds right side of 4-mo. cup.",
"12/22/08","CMP","40","Volume still lags in sixth week of cup-shaped base.",
"12/22/08","TWGP","21","Approaching a 27.53 buy point in a 12-week cup base.","27.53 "
"12/22/08","NPK","25","Thin stock, on a mission to build right side of 2-mo. base.",
"12/22/08","MCD","33","Big Mac daddy builds handle on 3-mo. cup w/64.09 buy point.","64.09 "
"12/22/08","HOMB","37","Trading range bound after wild September, October.",
"12/22/08","INSU","22","Eases to just below 18.67 buy point; broke out Dec. 5.","18.67 "
"12/22/08","NCIT","26","Rebounds from 10-week line; just below record high.",
"12/22/08","CPLA","30","Trading tight after pullback above 54.78 buy point.","54.78 "
"12/22/08","NTES","34","Scores 5 straight up weeks; forming possible double bottom.",
"12/22/08","LHCG","38","In buy range between new high and 10-week support.",
"12/22/08","AAON","44","Forming potential cup w/handle base in larger consolidation",
"12/22/08","TDG","48","Rallies to 40-wk avg on waning volume and hits resistance.",
"12/22/08","NVEC","41","Rallied from 52-wk low to over 10-wk line; forming base.",
"12/22/08","CEPH","45","Passed 78.45 buy point from 2nd handle on weak volume.","78.45 "
"12/22/08","ESRX","49","Regains 10-week line as it works on right side of base.",
"12/22/08","MANT","43","Forming new base with ever-tightening weekly ranges.",
"12/22/08","DLTR","47","Breakout holding up. Now 8% past 40.58 buy pt from handle.","40.58 "
"12/22/08","NITE","42","Consolidating below 40-wk avg; forming low handle in base.",
"12/22/08","SHEN","46","Thin stock shoots up off 10-week line.",
"12/22/08","SNDA","36","Trying to clear 30.74 buy pt in double-bottom w/handle.","30.74 "
"12/22/08","HANS","29","10% above 30.07 buy point on cup-with-handle base.","30.07 "
"12/22/08","WAB","50","Finds resistance at 40-week line as right side of base forms.",
"12/23/13","NUS","1","Retakes132.77 three-weeks-tightbuy point; brisktrade Friday.","132.77 "
"12/23/13","FB","4","Poppingabove and below54.93buy pointof cup base.","54.93"
"12/23/13","HLF","7","Extended10%past 73.28handlebuy pointof double-bottom.","73.28"
"12/23/13","QIWI","2","Breaksout ofascending base with 50.75entry;extended.","50.75"
"12/23/13","JAZZ","5","Extendedfrom bounceoff 10-weekline;RS lineat high.",
"12/23/13","PCLN","8","Nobreakout yet from 3-weeks-tight pattern. 1198.85entry.","198.85"
"12/23/13","QIHU","3","Workingonsloppy,third-stagebase; under 10-weekline.",
"12/23/13","GNRC","6","Wellextended past44.34entryof Octoberbreakout.","44.34"
"12/23/13","NOAH","9","Tentativesupport innewpullback to 10-weekline.",
"12/23/13","XRS","10","Extendedfrom pullback to10-week movingaverage.",
"12/23/13","DDD","13","Snubslate-stage signalsandpresses to newhighs.",
"12/23/13","SAVE","11","Extendedfrom rebound off10-weekline.",
"12/23/13","ACT","14","Stillbelow166.42 3-weeks-tightentry despite support.","166.42 "
"12/23/13","WX","12","Extended22%past 29.52buypoint in3-weeks-tight.","29.52"
"12/23/13","YNDX","15","Below41.90buypoint incup-with-handlebase.","41.90"
"12/23/13","UA","16","Sluggishaction after cup w/handlebreakout over 83.92.","83.92"
"12/23/13","CELG","19","Making3rd pullbackto 10-weekline:not aproper entry.",
"12/23/13","LVS","22","4%past73.59buy pointinlate-stage flatbase.","73.59"
"12/23/13","ALGN","25","Consolidatingnear 10-weekline aspotentialbaseforms.",
"12/23/13","RGR","28","Bigvolume lacking inrebound off10-weekline.",
"12/23/13","URI","17","29%past59.94buy pointfrom base-on-basepattern.","59.94"
"12/23/13","SLXP","20","Finishes7th week of 8-weekhold rule;17%past 74.86entry.","74.86"
"12/23/13","AWAY","23","23%past32.68double-bottomentry; inprofit-takingzone.","32.68"
"12/23/13","AKRX","26","Resilientbutwell extendedafter Aug. breakout over 15.59.","15.59"
"12/23/13","VRX","29","Backabove 10-weekline asflatbase takesshape.",
"12/23/13","FLT","18","Below124.06buy pointinatypical ascending base.","124.06"
"12/23/13","AMBA","21","Soarspast 25.79three-weeks-tightbuy point.","25.79"
"12/23/13","EDU","24","27%past23.54double-bottomentry; inprofit-takingzone.","23.54"
"12/23/13","KORS","27","Underaccumulation; 7%past78.72 entry.","78.72 "
"12/23/13","MA","30","Extendedafter bounceoff10-weekline inOctober.",
"12/23/13","WDR","31","Firstpullback to 10-weekline sinceclearing53.55entry.","53.55"
"12/23/13","LOPE","34","Below10-weekline aspotentialbasetakes shape.",
"12/23/13","WWWW","37","Reclaims10-weekline amidrenewed buyingdemand.",
"12/23/13","PXD","40","Demandwanes asstock consolidatesbelow10-week line.",
"12/23/13","ARMH","43","Extended7% past50.51cup w/ handlebuypoint.","50.51"
"12/23/13","BIIB","32","Formingascending basewith 298.92 buy point.","298.92 "
"12/23/13","SSYS","35","11%past113.04 late-stageentry aftersupport at 10-week.","113.04 "
"12/23/13","GNTX","38","Up3% afterbreaking outof flatbase past31.59.","31.59"
"12/23/13","NTES","41","Flirtswith74.91buy pointof a double-bottombase.","74.91"
"12/23/13","LPLA","44","Extendedfrom fresh bounceoff10-week moving average.",
"12/23/13","SLCA","46","Below10-weekline inchoppy consolidation.",
"12/23/13","ENDP","49","Consolidatinggains aftersharp rebound off10-week line.",
"12/23/13","SPR","47","Coolingafter forminga three-weeks-tightentry at33.23.","33.23"
"12/23/13","CMG","33","Reboundwith volumeafter finding supportat 10-weekline.",
"12/23/13","ALXN","36","Stillinrange; 3%above 126.49 flat-baseentry.","126.49 "
"12/23/13","PII","39","Resilientbutextended aftermanytests of 10-weekline.",
"12/23/13","TSCO","42","Edgespast75.01 flatbaseentry inheavyvolume.","75.01 "
"12/23/13","CTSH","45","Extended29%past 76.18buypoint; inprofit-taking zone.","76.18"
"12/23/13","BIDU","48","Choppyrally;hits20%-25%profittarget from 143.22 entry.","143.22 "
"12/23/13","GNC","50","Testof 10-weekline continues; 5%past 54.79entry.","54.79"
"12/24/12","DDD","1","Strongaction putsstock about15%above44.90 buypoint.","44.90 "
"12/24/12","KORS","4","Retakes10-weekline ingoodvolume asnew baseforms.",
"12/24/12","ARMH","7","Extended29%past 29.29buypoint from Octoberbreakout.","29.29"
"12/24/12","CVLT","2","7%past66.72buy point; RelativeStrength line nearhigh.","66.72"
"12/24/12","OCN","5","Upper-channelsell sign,3rd-stagebase,below 10-weekline.",
"12/24/12","SSYS","8","Extendedfrom 69.18entry;high inzonefrom 10-weekbounce.","69.18"
"12/24/12","FLT","3","Gainedground everydayof week;near 52-weekhigh.",
"12/24/12","RMD","6","2%below42.40buy point; support at10-weekline.","42.40"
"12/24/12","GNRC","9","Reboundoff10-weekline sets upsecondary buy range.",
"12/24/12","STX","10","Regains10-weekaverageasit builds newbase.",
"12/24/12","POL","13","Four-weeks-tighthas 21.10entry, supportat 10-weekline.","21.10"
"12/24/12","LMCA","14","1%over 113.44 buypt; breakout from cup-with-handlebase.","113.44 "
"12/24/12","QIHU","12","Volumepicks up inrebound.Now9% past24.40handleentry.","24.40"
"12/24/12","V","15","Nearrecord high afterbouncingfrom its 10-weekline.",
"12/24/12","SWI","16","Formslate-stage cup withhandle with57.24buy point.","57.24"
"12/24/12","HTZ","19","8%past15.27buy pointindouble-bottom base.","15.27"
"12/24/12","IPGP","22","Clearsdouble-bottombase, 5% above61.61buy point.","61.61"
"12/24/12","VRX","25","3%above 59.10buy pointindouble-bottombase.","59.10"
"12/24/12","PII","28","Formsflatbase; 88.22may becomeearlybuy point.","88.22"
"12/24/12","HDB","17","Retreatinginheavytrade, but still 4%past 39.42entry.","39.42"
"12/24/12","NSR","20","2%past41.41buy pointfrom cup without handle.","41.41"
"12/24/12","LULU","23","Maybe forminglate-stage cup-with-handlebase, 79.06entry.","79.06"
"12/24/12","CTRX","26","Choppyactionafter failedbreakout; supportat 10-wkline.",
"12/24/12","WDC","29","Climbsrightside of cupbase asvolume picks up",
"12/24/12","XXIA","18","3%above 16.23entryafter high-volume upside reversalFri .","16.23"
"12/24/12","ALK","21","Surges3% past43.173-weeks-tightfollow-on entry.","43.173"
"12/24/12","TDG","24","Possiblyforming newbase; re-takes 10-weekline.",
"12/24/12","SODA","27","2%under 43.10cup-w-handleentry afterFri's upsidereversal.","43.10"
"12/24/12","NVO","30","Formscup with handlewith buypoint of164.01","164.01"
"12/24/12","MYL","31","Extendedafter reachingnew multiyearhigh.",
"12/24/12","EMN","34","Atnewhigh, extended 7%above 61.58flat-baseentry.","61.58"
"12/24/12","SLCA","37","Brokeout past15.32;finds supportat 10-weekline.","15.32"
"12/24/12","TSM","40","Extended8% above15.64 buypointin cup-with-handlebase.","15.64 "
"12/24/12","DISCA","43","Just1%past 62.46buypoint; above 10-weeksupport.","62.46"
"12/24/12","INGR","32","Extendedafter risingoff10-weekline.",
"12/24/12","ELLI","35","Formsnew base; fresh evidenceof institutionalbuying.",
"12/24/12","PIR","38","Shapesseven-weekconsolidation with 21.34buy point.","21.34"
"12/24/12","SHW","41","Movepast 156.60entry fumbles, re-takes 10-weeksupport.","156.60"
"12/24/12","EBAY","44","Testssupport;now 3%past 50.08earlyentry inflatbase.","50.08"
"12/24/12","ANN","46","Muchofbase formingbelow 10-weekline, aweakness.",
"12/24/12","FMX","49","Up1% afterclearing98.20 buypointfrom flatbase.","98.20 "
"12/24/12","CELG","47","Breaksout past80infast trade, theneasesinslow trade.",
"12/24/12","TRMB","33","Atnewhigh, 10% abovecup-with-handle54.09 buypoint.","54.09 "
"12/24/12","BCEI","36","8%over 26.70buy pointof six-week cupbase.","26.70"
"12/24/12","TCBI","39","Longtimeleadernow below10-weekline asnew base forms.",
"12/24/12","TRIP","42","Indeep cup basewith 47.91buy pt;forming wedginghandle.","47.91"
"12/24/12","KMX","45","3%over 36.75buy pt;breakout from large cup w/handle base.","36.75"
"12/24/12","MA","48","2%above 486.18entry from base-on-base pattern.","486.18"
"12/24/12","TTM","50","1%past27.10buy pointof deep cup-with-handlebase.","27.10"
"12/27/10","LULU","1","Very extended after bouncing off 10-week line.",
"12/27/10","PCLN","5","In flat base with 428.20 buy point. Support at 10-week line.","428.20 "
"12/27/10","SLW","9","Trying to rebound from reversal, but lacking volume.",
"12/27/10","RVBD","2","Extended after surging from second pullback to 10-week line.",
"12/27/10","DECK","6","Up 53% from 54.86 cup w/ handle buy point.","54.86 "
"12/27/10","FFIV","3","Still 6% past its 128.05 buy point from 3-weeks tight.","128.05 "
"12/27/10","NFLX","7","Third test of 10-week area since August breakout.",
"12/27/10","CXO","4","Recovers from prior week's heavy-volume drop.",
"12/27/10","CMG","8","In first test of 10-week line after 9/1 breakout.",
"12/27/10","CYD","13","Nearing January 2004 high on strong volume.",
"12/27/10","VMW","17","Forming possible high handle to cup base with 92.05 buy pt.","92.05 "
"12/27/10","APKT","10","Breaks upper channel line going back to July - a red flag.",
"12/27/10","BIDU","14","Positive reversal still leaves it well below its 10-wk average.",
"12/27/10","ROVI","18","Extended from base-on-base breakout in September.",
"12/27/10","SWKS","11","Extended after rebounding off 10-week line in November.",
"12/27/10","ARUN","15","Slips below 10-week line after low-volume breakout.",
"12/27/10","SINA","19","Extended after breaking out of cup with handle in Sept.",
"12/27/10","CIS","12","Support above 19.72 buy point. Near new highs.","19.72 "
"12/27/10","EZPW","16","Extended 27% past 22.05 buy pt; forms 3-weeks-tight.","22.05 "
"12/27/10","ILMN","20","Shapes four-weeks-tight with potential 66.69 buy pt.","66.69 "
"12/27/10","COH","23","Ends 5-wk streak; 24% past 45.07 cup w/ handle buy pt.","45.07 "
"12/27/10","IDCC","27","16% past 36.91 buy point of square-box base.","36.91 "
"12/27/10","NTAP","31","Forming base with support at 10-week average.",
"12/27/10","CHKP","35","26% past 36.31 buy pt; breakout from 5-mos cup w/handle.","36.31 "
"12/27/10","AAP","39","Tests support at 10-week; below 68.98 square-box buy point.","68.98 "
"12/27/10","MATK","24","Being acquired by DSM for $31.50 a share.","31.50 "
"12/27/10","EBIX","28","Shaping right side of base but not much accumulation.",
"12/27/10","ST","32","44% over 21.22 buy pt after breakout from 5-month cup.","21.22 "
"12/27/10","ENDP","36","Shaping flat base, but now faces resistance at 10-week.",
"12/27/10","JNPR","40","3% past 36.10 square-box buy point; volume has been light.","36.10 "
"12/27/10","INFA","21","Potential 3-weeks-tight forms, with 45.96 buy point.","45.96 "
"12/27/10","TSCO","25","Extended after pullback near 10-week line near 40.",
"12/27/10","VIT","29","Heads into 4th week of potential new base. Volume cools.",
"12/27/10","NOG","33","Extended to new highs after big rebound from 10-wk line.",
"12/27/10","AAPL","37","Steady gains carry shares above flat base in quiet trade.",
"12/27/10","ABV","22","4% past 145.46 five-week flat base trigger.","145.46 "
"12/27/10","HIBB","26","32% extended from 28.52 buy point in handle.","28.52 "
"12/27/10","CTSH","30","2% past 71.39 buy point in cup with high handle.","71.39 "
"12/27/10","DLTR","34","3-weeks tight extends into possible flat base w/ 58.09 buy pt.","58.09 "
"12/27/10","SMTC","38","First test of 10-week line since September breakout.",
"12/27/10","TPX","44","Clears prior high from Sept. '07 after bounce off 10-wk.",
"12/27/10","SRCL","48","At new high and 8% past 73.55 flat base buy point.","73.55 "
"12/27/10","SHOO","41","Slips below 44.95 buy point and nearing 10-week line.","44.95 "
"12/27/10","SQM","45","Nearing 55.28 buy point in three-weeks tight pattern.","55.28 "
"12/27/10","SNI","49","Bounces off 10-week line and forms flat base w/ 53.43 trigger.","53.43 "
"12/27/10","SLH","43","Seven-week-old shallow base with potential 53.22 buy point.","53.22 "
"12/27/10","XEC","47","17% past 76.24 buy point in cup with handle base.","76.24 "
"12/27/10","LYB","42","13% past 29.20 buy pt after light-volume dip to 10-wk.","29.20 "
