date,symbol,rank,buytext,buypoint
7/11/2011,SWI,42,Up3% past24.88buy pointfrom June14 breakout.,24.88
7/30/2012,SWI,2,11%past47.99buy pointindouble-bottombase.,47.99
8/6/2012,SWI,3,13%past47.99double-bottomentry; tradingtightly.,47.99
8/8/2011,SWI,24,Tumbledmore than 8% below24.88buy point.,24.88
8/13/2012,SWI,2,Extended15%above 47.99double-bottom entryonvolume.,47.99
8/20/2012,SWI,2,18%above47.99double-bottom buy point;RS lineat high.,47.99
8/27/2012,SWI,2,"Offhighs,but still 14%past47.99double-bottom buypoint.",47.99
9/4/2012,SWI,2,14%over 47.99buypoint indouble-bottombase.,47.99
9/6/2011,SWI,28,Forminghandlew/ possible25.72buy ptincup base.,25.72
9/10/2012,SWI,1,Up4% from 56.90add-on entryintightpattern; inbuyzone.,56.9
9/12/2011,SWI,32,Forminghandlew/ 25.72buy ptinbasethat started6/15.,25.72
9/17/2012,SWI,1,Up5% from 56.90add-on entryintightpattern; inbuyzone.,56.9
9/24/2012,SWI,1,Up5% from 56.90add-on entryintightpattern; inbuyzone.,56.9
10/1/2012,SWI,1,Findingsupport near 10-weekline;back below56.90entry.,56.9
10/8/2012,SWI,1,Clingstosupport at 10-weekline;back near56.90 entry.,56.9
10/15/2012,SWI,1,Ducksunder 10-weekline inquiet volume;under56.90 entry.,56.9
10/17/2011,SWI,30,Formingdoublebottom withpotential25.72 buypoint.,25.72
10/24/2011,SWI,27,Addedhandleto doublebottomwith potential24.77buy point.,24.77
10/31/2011,SWI,14,+Gappedoutof doublebottomwith 24.77buy point.,24.77
11/7/2011,SWI,11,Gappedoutof doublebottom with25.72buy point.,25.72
11/14/2011,SWI,11,20%past25.72buy pointinunder 3 weeks -tripshold rule.,25.72
11/21/2011,SWI,11,20%past25.72buy pointinunder 3 weeks -tripshold rule.,25.72
11/28/2011,SWI,11,17%past25.72buy pt;breakout from double-bottom base.,25.72
12/5/2011,SWI,11,25%past25.72buy pointinunder 3 weeks -tripshold rule.,25.72
12/10/2012,SWI,9,Formslatestage cup with handlewith57.24 buypoint.,57.24
12/12/2011,SWI,2,Up20%from 25.72 buypointin under3 weeks -trips hold rule.,25.72
12/17/2012,SWI,15,Formslatestage cup with handlewith57.24 buypoint.,57.24
12/24/2012,SWI,16,Formslate-stage cup withhandle with57.24buy point.,57.24
12/31/2012,SWI,5,Inlate-stage cup withhandlewith 57.24buy point.,57.24
1/10/2011,SWKS,10,Clears 29.85 buy point in 3-weeks-tight pattern.,29.85
1/18/2011,SWKS,2,Extended 9% from 29.85 buy point in 3-weeks-tight pattern.,29.85
1/27/2014,SWKS,26,"Rallies7%past28.71 handleinlong,deep cup base.",28.71
2/3/2014,SWKS,45,Extended5% past28.71buy pointfrom cup-with-handlebase.,28.71
2/24/2014,SWKS,49,Extended14%past 28.71buypoint from cup-with-handlebase.,28.71
3/3/2014,SWKS,33,24%past28.71cup-with-handleentry;in profit-takingzone.,28.71
3/10/2014,SWKS,33,Extendedfrom 28.71cup-with-handle entry.,28.71
3/17/2014,SWKS,28,28%past28.71cup w/ handleentry;takeprofits.,28.71
3/24/2014,SWKS,29,31%past28.71cup w/ handleentry;takeprofits.,28.71
5/3/2010,SWKS,37,Just above 16.70 buy pt after breakout from 5-week flat base.,16.7
5/10/2010,SWKS,46,Fell more than 8% from 16.70 buy point.,16.7
5/12/2014,SWKS,10,Formsthree-weeks-tight patternwith 42.59buy point.,42.59
5/19/2014,SWKS,12,3-weeks-tightbreakout fades;4% below42.59entry.,42.59
5/27/2014,SWKS,9,3-weekstightbreakout stalls;2% below42.59entry.,42.59
6/2/2014,SWKS,16,2%above 42.59buy pointin4-weeks-tightpattern.,42.59
6/9/2014,SWKS,8,"Newhigh, extendedpast 42.59buypoint in4-weeks-tight.",42.59
6/16/2014,SWKS,7,Extendedpast42.59 buypointin4-weeks-tight pattern.,42.59
6/21/2010,SWKS,28,5% over 16.95 buy pt in short cup w/handle base.,16.95
6/23/2014,SWKS,9,Extendedpast42.59 buypointin4-weeks-tight pattern.,42.59
6/30/2014,SWKS,10,Extended8% past42.59buy pointin4-weeks-tightpattern.,42.59
7/26/2010,SWKS,7,2% past 18.44 trigger in slightly high handle.,18.44
8/9/2010,SWKS,22,Eases just under 18.44 buy point from high handle.,18.44
8/16/2010,SWKS,29,Falls under 18.44 high handle buy pt; support at 10-wk line.,18.44
9/7/2010,SWKS,33,Below new 19.39 buy pt after light-volume dip to 10-wk avg.,19.39
9/13/2010,SWKS,43,Trading in cup base with buy point at 19.39.,19.39
9/20/2010,SWKS,38,Tops 19.39 buy point; volume increases for the week.,19.39
9/27/2010,SWKS,30,At new high and 8% extended from 19.39 buy point.,19.39
8/24/2009,SWM,46,More than doubled since clearing 21.34 trigger in April.,21.34
8/31/2009,SWM,45,More than doubled since clearing 21.34 trigger in April.,21.34
5/18/2009,SWN,48,Forming cup-with-handle base with 43.41 buy point.,43.41
5/26/2009,SWN,41,Forming cup-with-handle base with 43.41 buy point.,43.41
1/12/2009,SXE,28,Forming handle with 36.47 buy point in yearlong base.,36.47
1/20/2009,SXE,36,Forming handle with 36.47 buy point in year-long base.,36.47
1/26/2009,SXE,33,Forming handle with 36.47 buy point in year-long base.,36.47
10/20/2008,SXE,16,May be forming handle after bounce off 40-wk; 39.09 buy pt.,39.09
1/12/2009,SXL,36,Volume dries up as stock breaks above 47.34 buy point.,47.34
2/17/2009,SXL,46,"Thin stock, 6% above 51.89 buy pt on 3-weeks tight pattern.",51.89
3/23/2009,SXL,35,Forming possible base with potential 56.10 buy pt.,56.1
4/27/2009,SY,37,7% past 32.10 buy point after clearing 3-weeks tight pattern.,32.1
5/4/2009,SY,49,5% past 32.10 buy point from three-weeks tight pattern.,32.1
5/4/2009,SYKE,40,"Cleared 20.08 bp in 8th straight up week, but volume is low.",20.08
12/1/2008,SYKE,9,Handle forms to 44% deep cup; buy point at 20.35.,20.35
12/8/2008,SYKE,15,Handle forms to awkward cup; buy point at 20.35.,20.35
12/15/2008,SYKE,30,Handle w/20.35 buy pt. may become base in its own right.,20.35
12/22/2008,SYKE,10,Handle w/ 20.35 buy pt. may become base in its own right.,20.35
12/29/2008,SYKE,8,Closes tight for week as handle becomes base w/20.35 buy pt.,20.35
1/27/2014,SYNA,22,Clearslopsidedcup w/o handlebase; 6% past56.60buy point.,56.6
2/3/2014,SYNA,30,3%past56.60entry incup base asbreakout loses steam.,56.6
2/10/2014,SYNA,43,Retakes56.60entry afterfinding support at10-week line.,56.6
2/18/2014,SYNA,36,Extendedafter 10-weekbounce; 10%past56.60entry.,56.6
2/24/2014,SYNA,33,Extendedfrom pullback to10-week line&from 56.60entry.,56.6
3/3/2014,SYNA,34,Extendedafter 10-weekbounce; 15%past56.60cup entry.,56.6
3/10/2014,SYNA,34,Extendedafter 10-weekbounce; 14%past56.60cup entry.,56.6
3/17/2014,SYNA,37,Easesto8% past56.60cup entry;second testof support.,56.6
3/31/2014,SYNA,46,Losessupport at10-weekline; gains past56.60fading.,56.6
4/6/2009,SYNA,13,Cup-base breakout over 27.94 lacks volume surge.,27.94
4/7/2014,SYNA,40,Formingbase-on-base patternwith 67.21buy point.,67.21
4/13/2009,SYNA,10,Cup-base breakout over 27.94 lacks volume surge.,27.94
4/14/2014,SYNA,44,Erases16%gainfrom 56.60buy point; sell signal.,56.6
4/21/2014,SYNA,36,Erases16%gainfrom 56.60buy point. Formingnew base.,56.6
4/27/2009,SYNA,10,15% past 27.94 buy point in cup w/handle base.,27.94
5/26/2009,SYNA,10,Near 34.52 buy point in handle of 9-month base.,34.52
6/8/2009,SYNA,16,Extended 7% from 34.52 buy pt from test of 10-week line.,34.52
6/15/2009,SYNA,8,Extended 11% from 34.52 buy point from test of 10-week line.,34.52
6/22/2009,SYNA,3,Now 13% past 34.52 buy point from test of 10-week line.,34.52
7/6/2009,SYNT,36,4% above 30.96 buy point after breakout from flat base.,30.96
7/20/2009,SYNT,36,14% past 30.86 buy point after pullback to 10-week avg.,30.86
7/27/2009,SYNT,31,12% past 32.85 buy pt after pullback to 10-week average.,32.85
8/10/2009,SYNT,34,25% above 30.96 buy pt after rebound from 10-wk. line.,30.96
8/17/2009,SYNT,44,24% extended from buy range to 30.96; thinly traded.,30.96
2/6/2012,TAL,45,Near35.01buy ptinacup w/handle base.,35.01
2/21/2012,TAL,45,6%past35.01cup-with-handle buypoint; RS linenear high.,35.01
2/27/2012,TAL,28,12%past35.01cup-with-handlebuy point; onthin side.,35.01
1/3/2012,TCBI,39,Atnewhigh and 5%past 29.08handlebuy point.,29.08
1/9/2012,TCBI,33,9%past29.08buy ptafter breakout from cup w/handle.,29.08
1/17/2012,TCBI,39,Low-volumepullbackfrom new high. 9% past29.08buy pt.,29.08
1/23/2012,TCBI,38,12%past29.08buy pointincup-with-handlebase.,29.08
1/30/2012,TCBI,43,9%past29.08buy pointincup-with-handle base.,29.08
2/6/2012,TCBI,38,14%past29.08buy pointincup-with-handlebase.,29.08
2/13/2012,TCBI,35,Tested10-week afterbreakout above 29.08of cup withhandle.,29.08
2/21/2012,TCBI,39,"13%past29.08buy point,but findsresistancenear 33.",29.08
2/27/2012,TCBI,48,13%over 29.08buypt; breakout from cup w/handlebase.,29.08
4/30/2012,TCBI,45,4%over 36.71buy pt;breakout from square-box base.,36.71
5/7/2012,TCBI,35,Testsa36.71 buypointafter breakout from squarebox.,36.71
5/14/2012,TCBI,29,5%past36.71buy pointafter breakout from squarebox.,36.71
6/4/2012,TCBI,28,2%past36.71buy pointafter clearingsquare-box base.,36.71
6/11/2012,TCBI,28,Worksonbase-on-base; 6% pastearlier 36.71entry.,36.71
6/18/2012,TCBI,26,Reversesafterclearingbase-on-base entryat 39.41.,39.41
6/25/2012,TCBI,25,1%past39.41entry afterbeing up7% from Tuesdaybreakout.,39.41
7/2/2012,TCBI,23,2%above 39.41buy pointafterbeing up 7% frombreakout.,39.41
7/9/2012,TCBI,24,Backto 5%past 39.41buypointin flatbase.,39.41
7/16/2012,TCBI,16,Extended10%past 39.41buypoint from flatbase.,39.41
7/23/2012,TCBI,19,Nowstands 5%past39.41buy pointfrom flatbase.,39.41
7/30/2012,TCBI,15,Strongrally off10-weekline since clearing39.41buy point.,39.41
8/6/2012,TCBI,16,11%past39.41buy ptaftersupport at 10-weekline.,39.41
8/20/2012,TCBI,14,Shapedthree-weeks-tightpattern with 44.70buypoint.,44.7
8/27/2012,TCBI,10,Eases2%below 44.70buypoint inthree-weeks-tightpattern.,44.7
9/4/2012,TCBI,8,3%past44.70buy pointfrom a three-weeks-tightpattern.,44.7
9/10/2012,TCBI,7,Up5% past44.70buy pointfrom 3-weeks-tightpattern.,44.7
9/17/2012,TCBI,8,9%past44.70buy pointfrom 3-weeks-tight pattern.,44.7
9/24/2012,TCBI,7,8%past44.70buy pointfrom three-weeks-tight pattern.,44.7
10/1/2012,TCBI,9,Extended11%past 44.70buypoint from three-weeks-tight.,44.7
10/8/2012,TCBI,9,15%past44.70buy pointfrom three-weeks-tight.,44.7
10/22/2012,TCBI,6,"Extended6% from 44.70buy point,support at10-weekline.",44.7
11/28/2011,TCBI,46,Formingcup with handlewith potential29.08buypoint.,29.08
12/19/2011,TCBI,42,Recoversafterfalling 4% below29.08handlebuy point.,29.08
12/27/2011,TCBI,37,Atnewhigh and 4%past 29.08handlebuy point.,29.08
2/21/2012,TDC,43,"Surgespast62.72cup buy point,thenpulls back.",62.72
2/27/2012,TDC,27,4%past62.72cup buy pointafter breakout onFeb.9.,62.72
3/5/2012,TDC,30,6%past62.72cup buy pointafter breakout onFeb.9.,62.72
3/12/2012,TDC,32,6%above 62.72buy pointafterFeb.9 breakout.,62.72
3/19/2012,TDC,37,Extended9% above62.72 buypointafter Feb.9 breakout.,62.72
3/26/2012,TDC,34,"Holdssteady,9% past62.72trigger afterFeb. 9breakout.",62.72
4/2/2012,TDC,44,9%past62.72buy pointafter Feb.9 breakout.,62.72
4/9/2012,TDC,46,9%past62.72buy pointafter Feb.9 breakout.,62.72
4/16/2012,TDC,32,"10%pastcup trigger,4-weeks-tightappears with70.73 buypt.",70.73
4/30/2012,TDC,42,Findssupportat 10-weekline;13% past62.72entry.,62.72
5/7/2012,TDC,40,Findssupportat 10-weekline;13% past62.72entry.,62.72
5/14/2012,TDC,43,Testingsupport at10-weekline; 13%past62.72entry.,62.72
5/21/2012,TDC,34,Slidesbelow10-weekline;now only4% past62.72entry.,62.72
5/29/2012,TDC,33,"Extended12%past 62.72entry, regains10-weekline.",62.72
6/4/2012,TDC,49,"Stillabove62.72 cup entry,but may bebasing again.",62.72
8/13/2012,TDC,27,"Rises3% from 73.84double-bottomentry, but lacksvolume.",73.84
8/20/2012,TDC,22,"Up3% from 73.84double-bottombuy pt,move lacksvolume.",73.84
8/27/2012,TDC,25,Up2% past73.84double-bottom entry;volumedries up.,73.84
9/4/2012,TDC,28,Up3% past73.84double-bottom entry;volumedries up.,73.84
9/10/2012,TDC,23,Rises9% past73.84double-bottomentry;volume dries up.,73.84
10/1/2012,TDC,47,2%past73.84double-bottom entry;support at10-weekline.,73.84
10/8/2012,TDC,44,2%past73.84double-bottom entry;support at10-weekline.,73.84
10/15/2012,TDC,43,Loses10-weeksupport;1% above 73.84double-bottomentry.,73.84
1/3/2012,TDG,14,Inbase onbasewith 102.83entry. Support at10-weekline.,102.83
1/7/2013,TDG,26,Tryingtobreak outpast 140.59entry from consolidation.,140.59
1/9/2012,TDG,15,Inbase onbasewith 102.83buy pt; supportat 10-weekline.,102.83
1/14/2013,TDG,40,Tryingtobreakoutpast 140.59entry from consolidation.,140.59
1/17/2012,TDG,20,Inbase onbasewith 102.83entry; supportat 10-weekline.,102.83
1/22/2013,TDG,38,Testing10-weekline afterfailing to clear140.59 entry.,140.59
1/28/2013,TDG,44,Testing10-weekline afterfailing to clear140.59 entry.,140.59
1/30/2012,TDG,19,"Easing,but still 2% past99.53earlytrigger inflatbase.",99.53
2/6/2012,TDG,19,8%past99.53buy pt2-mos cup w/ handlebase.,99.53
2/9/2009,TDG,6,Broke out Wednesday; now 11% past 35.60 buy point.,35.6
2/13/2012,TDG,6,Extended17%past 99.53buypoint incup-with-handlebase.,99.53
2/21/2012,TDG,10,Extended17%past 99.53buypt incup-with-handlebase.,99.53
2/27/2012,TDG,13,Forms3-weeks-tight patternwith 119.51 potentialbuypoint.,119.51
3/5/2012,TDG,15,4%below119.51 trigger inthree-weeks-tightpattern.,119.51
3/19/2012,TDG,33,Just4%below 119.51buy pointonbelow averagevolume.,119.51
3/26/2012,TDG,31,3%Below119.51 buy point;findssupport at 10-weekline.,119.51
4/2/2012,TDG,30,Maybe formingflatbase w/121.58 buy pt.,121.58
4/9/2012,TDG,26,Nowshowingaflat basewith handle;118.31 buy point.,118.31
4/23/2012,TDG,16,Justabove121.58 buy ptafterbreakout from 2-mos base.,121.58
4/30/2012,TDG,24,Newhigh and 7%past118.31 buy pointinflatbase.,118.31
5/7/2012,TDG,14,8%past118.31 buy pointinflatbase.,118.31
5/14/2012,TDG,19,6%past118.31 buy pointinflatbase.,118.31
5/21/2012,TDG,16,Nowless than1% past118.31 entry inflatbase.,118.31
5/29/2012,TDG,13,5%past118.31 buy pointinflatbase.,118.31
6/4/2012,TDG,10,Testing10-weekline;3% past118.31 buypoint inflatbase.,118.31
6/18/2012,TDG,15,Formingbaseon basewith 132.79buy point.,132.79
6/25/2012,TDG,15,Triesto regroupafter falling below128.96 handleentry.,128.96
7/2/2012,TDG,8,Breaksout past130.41buy pointinbase but volumeso-so.,130.41
7/9/2012,TDG,14,Breaksout past130.41buy pointinbase but volumeso-so.,130.41
7/16/2012,TDG,7,"Findingsupport at 10-weekline, near130.41 buy point.",130.41
7/23/2012,TDG,7,"Findingsupport at 10-weekline, justunder 130.41 entry.",130.41
7/30/2012,TDG,24,Fallsbelow10-weekline inbig trade;7% under130.41 entry.,130.41
8/20/2012,TDG,19,Breaksout over136.44 buy ptingoodvolume from flatbase.,136.44
8/27/2012,TDG,13,About2% over 136.44buy pointfrom six-week flatbase.,136.44
9/4/2012,TDG,9,2%past136.44 buy pointfrom six-week flatbase.,136.44
9/6/2011,TDG,22,"Clears,thenslipsbelow 91.33handlebuy point.",91.33
9/10/2012,TDG,9,5%above 136.44buy pointfrom six-week flatbase.,136.44
9/12/2011,TDG,25,5%below91.33handle buypoint; baseis V-shaped.,91.33
9/17/2012,TDG,11,7%above 136.44buy pointfrom 6-week flatbase.,136.44
9/19/2011,TDG,26,Maybe forminghandlew/ 93.22buy pointinV-shapedbase.,93.22
9/24/2012,TDG,9,6%above 136.44buy pointfrom six-week flatbase.,136.44
9/26/2011,TDG,20,Tumblesmore than8% below93.22trigger inhandle.,93.22
10/1/2012,TDG,11,"Pullsback intobuy area,4% above136.44 flat-baseentry.",136.44
10/8/2012,TDG,6,10%past136.44 buypoint inflatbase. Supportat10-week.,136.44
10/15/2012,TDG,5,Extended9% pasta136.44 buy point;support at 10-week.,136.44
10/22/2012,TDG,2,Extended7% from a136.44 flat-basebuy point.,136.44
10/31/2011,TDG,36,Infirst-stagepattern with 95.14buy point.,95.14
11/7/2011,TDG,29,First-stagebasewith 95.14buy point;accumulation inbase.,95.14
11/14/2011,TDG,27,3%past95.14entry afterbreakout in doublevolume.,95.14
11/28/2011,TDG,10,Dipsbelow95.14cup-basebuy ptonpullback to10-wk avg.,95.14
12/12/2011,TDG,24,2%past93.39buy pointinirregular double-bottom.,93.39
12/19/2011,TDG,19,Firsttest of 10-weekline since clearing93.39buy point.,93.39
12/27/2011,TDG,14,Formsflatbase-on-base with potential102.83entry.,102.83
3/8/2010,TEN,50,5% past 20.85 buy point from cup-with-handle base.,20.85
4/14/2014,TEN,43,Below57.95flat-basebuy point;seeks 10-weeksupport.,57.95
4/26/2010,TEN,45,Now 13% past 23.44 3-weeks-tight buy point.,23.44
4/28/2014,TEN,37,"Retakes10-weekline asbase-on-base forms,62.85entry.",62.85
7/2/2012,TFM,27,Backabove its10-weekline. Stillbelowprior 55.07entry.,55.07
7/9/2012,TFM,21,Shapedflatbasewith 59.20buy point.,59.2
7/16/2012,TFM,24,Addedhandleto flatbase. Buypointat 57.96.,57.96
7/23/2012,TFM,31,Inflatbase orcup with handlewith 57.96buypoint .,57.96
7/30/2012,TFM,22,Maybe formingdouble-bottom basewith 57.96buy point.,57.96
8/6/2012,TFM,7,Extended5% past57.96trigger indouble-bottombase.,57.96
8/13/2012,TFM,11,Up1% past57.96trigger indouble-bottombase.,57.96
8/20/2012,TFM,13,4%past57.96buy pointindouble-bottom base.,57.96
8/27/2012,TFM,7,6%past57.96buy pointindouble-bottom base.,57.96
9/4/2012,TFM,40,"Justbelow57.96double-bottom buypt, finds10-weeksupport.",57.96
9/24/2012,TFM,39,Hugs10-weekline whileslightlyabove 57.96buy point.,57.96
10/7/2013,THO,46,Stillinbuyingrange afterbreakout over 56.03.,56.03
10/14/2013,THO,38,Reboundsto3% over 56.03buy pointafterslipping 3% under.,56.03
10/21/2013,THO,45,Up5% above56.03 buypointof shallowcup base.,56.03
1/5/2009,THOR,22,Just above 31.62 high handle buy point. Near record high.,31.62
1/12/2009,THOR,20,Triggered 8% sell rule after clearing 31.62 buy point.,31.62
1/20/2009,THOR,23,Support at 10-wk after stock pulls back from 31.62 buy pt.,31.62
5/11/2009,THOR,36,Up 7% from 28.16 buy point of cup with handle.,28.16
5/24/2010,THOR,27,18% past 34.63 buy pt in 3-weeks tight pattern.,34.63
6/1/2010,THOR,26,39% over 31.61 buy pt; breakout from 15-month cup w/handle.,31.61
6/21/2010,THOR,25,Near 46.60 buy pt w/breakout from cup w/high handle base.,46.6
10/10/2011,THOR,33,Formsdoublebottom withinlonger base; 34.95buy point.,34.95
10/17/2011,THOR,23,Clears34.95buy pointindoublebottom inheavytrading.,34.95
10/24/2011,THOR,33,Now3% past34.95double-bottombuy point.,34.95
10/31/2011,THOR,37,Extended6% past34.95double-bottom buypoint.,34.95
11/5/2012,THOR,42,Breaksout past36.88buy pointbutclosesbelow it.,36.88
11/26/2012,THOR,32,Below38.22buypt inlongcup w/handlebase.,38.22
12/8/2008,THOR,22,Nearing 29.82 buy point after launching off the 10-week.,29.82
12/15/2008,THOR,21,May be building a high handle with buy point at 31.62.,31.62
12/17/2012,THOR,47,Justbelow38.22buy pointinlongcup-with-handlebase.,38.22
12/29/2008,THOR,19,Slips under 31.62 high-handle buy point in sloppy pattern.,31.62
2/10/2014,THRM,22,Fellmore than 8%below 25.19flat-basebuy point.,25.19
2/18/2014,THRM,22,Reclaims25.19flat-basebuy pointbut stock volatile.,25.19
2/24/2014,THRM,22,7%past25.19flat-base buypoint aftervolatile action.,25.19
3/3/2014,THRM,17,12%past25.19flat-basebuy pointafter volatileaction.,25.19
3/10/2014,THRM,12,26%past25.19flat-basebuy ptafter big jumpon Q4beat.,25.19
3/17/2014,THRM,11,Holdsrecentgains tightlybut wellpast 25.19buypoint.,25.19
3/24/2014,THRM,5,"Extended,up 35%after reclaiming25.19buy point.",25.19
6/16/2014,THRM,2,"Formslate-stage ascending base,with 44.09entry.",44.09
6/23/2014,THRM,2,Makingnew bid toclear 44.09ascending-baseentry.,44.09
6/30/2014,THRM,2,"Statictrade, justbelow44.09ascending-base entry.",44.09
3/12/2012,TIBX,36,Clears20.04buy ptincup w/hndlebut novolume onbreakout.,20.04
3/19/2012,TIBX,34,Justpast30.04buy ptincup w/handle. Look for highervol.,30.04
3/26/2012,TIBX,39,3%past30.04buy ptincup w/handle. Look for highervol.,30.04
4/4/2011,TIBX,11,6%past26.04buy pointinbase-on-base pattern.,26.04
4/9/2012,TIBX,37,9%past30.04buy pointafter upside reversal.,30.04
4/11/2011,TIBX,12,3%above 26.04buy pointinsquarebox base.,26.04
4/16/2012,TIBX,28,11%past30.04buy pt;breakout from cup w/handle base.,30.04
4/18/2011,TIBX,13,Extended13%above 26.04buy pointfrom squarebox base.,26.04
4/23/2012,TIBX,35,Extended12%past 30.04buypoint afterupside reversal.,30.04
4/25/2011,TIBX,14,Extended14%above 26.04buy pointfrom squarebox base.,26.04
5/2/2011,TIBX,12,Setsupinthree-weeks-tight patternwith 30.55buy point.,30.55
5/7/2012,TIBX,46,Extended9% past30.04buy pointinbase nexttodeep base.,30.04
7/11/2011,TIBX,9,ClearsV-shapedbasein softtrade. Stillnear30.85 buypt.,30.85
8/8/2011,TIBX,21,Now20%below30.85buy pointfrom V-shapedbase.,30.85
9/7/2010,TIBX,30,5% over 14.47 buy pt after pullback to 10-week line.,14.47
9/13/2010,TIBX,22,7% past 14.47 buy point from flat base.,14.47
9/20/2010,TIBX,24,9% past 14.47 buy point from flat base on base.,14.47
9/27/2010,TIBX,25,27% past 14.47 buy point from flat base; big volume.,14.47
10/4/2010,TIBX,15,Extended 24% past 14.47 buy point from flat base.,14.47
10/11/2010,TIBX,19,"Waning, but still 21% past 14.47 flat-base buy point.",14.47
10/18/2010,TIBX,12,Extended 26% past 14.47 buy point; breakout from flat base.,14.47
10/25/2010,TIBX,13,Forms possible flat base with potential 19.05 buy point.,19.05
10/31/2011,TIBX,16,Indeep cup basewith 31.55trigger.First-stagestructure.,31.55
11/14/2011,TIBX,23,Infirst-stagecup with handle. Buypointis at29.66.,29.66
11/21/2011,TIBX,14,Clears29.66buy pointinfast trade;easesinlighttrade.,29.66
11/28/2011,TIBX,19,Dives13% below29.66buy point;triggers sell rule.,29.66
12/5/2011,TIBX,22,Divedas muchas 13%below29.66buy point.,29.66
12/12/2011,TIBX,21,Tryingtorebound from failedbreakout past29.66entry.,29.66
6/22/2009,TIS,46,"Big volume, late-day rally launches it past 18.25 buy point.",18.25
4/23/2012,TITN,17,Retreats7%from big surge; still 18%past28.78buy point.,28.78
4/30/2012,TITN,16,Extended24%past 28.78buypoint from 8-weekpattern.,28.78
5/7/2012,TITN,18,20%over 28.78buypoint from cupwith handlebase.,28.78
5/14/2012,TITN,22,15%past28.78buy point;may beshaping flatbase.,28.78
1/3/2012,TJX,38,5%past61.38buy pointfrom three-weeks-tight pattern.,61.38
6/11/2012,TJX,18,Shapesshallowsix-week patternwith 42.91buy point.,42.91
7/16/2012,TJX,15,4%over 42.91buy pointinsquare-box base.,42.91
7/23/2012,TJX,14,3%over 42.91buy pointinsquare-box base.,42.91
7/30/2012,TJX,14,4%over 42.91buy point;June 18breakout lacked big volume.,42.91
8/6/2012,TJX,15,Extended5% past42.91buy pointinflatbase.,42.91
8/13/2012,TJX,16,Below45.49buypoint infour-weeks-tightpattern.,45.49
9/4/2012,TJX,16,Formednew3-weeks-tight patternw/ 46.77buy pt.,46.77
9/17/2012,TJX,19,Justbelow46.77buy pointinfour-weeks-tightpattern.,46.77
9/24/2012,TJX,47,5%below46.77buy pt; failedto findsupport at10-weekline.,46.77
9/26/2011,TJX,48,"Holdingnear its56.66 eightweek,cup-with-handlebuy point.",56.66
10/1/2012,TJX,43,Below46.77buypoint; resistanceat 10-weekline.,46.77
10/3/2011,TJX,42,"Anothernegative reversal,but just3% below56.66buy point.",56.66
10/10/2011,TJX,47,Hoversnear 56.66earlybuy pointin7-week flatbase.,56.66
12/5/2011,TJX,40,Cleared61.38entry inthree-weeks-tightbut subpar volume.,61.38
12/12/2011,TJX,38,3%past61.38entry in3-weeks-tightbut had subpar volume.,61.38
12/19/2011,TJX,31,Just1%past 61.38entryinthree-weeks-tight pattern.,61.38
12/27/2011,TJX,30,6%past61.38buy pointfrom three-weeks-tight pattern.,61.38
1/4/2010,TLEO,27,"Clears 23.85 dbl-btm buy pt. in soft trade, then builds handle.",23.85
1/11/2010,TLEO,41,Trading in 3-weeks tight pattern with 24.54 entry.,24.54
1/19/2010,TLEO,27,"Tight weekly closes, returns to just below 24.54 buy pt.",24.54
1/25/2010,TLEO,27,"Cleared 24.54 entry in handle, then fell to 10-week avg.",24.54
2/1/2010,TLEO,30,Breakout over 24.54 buy pt. fails; sharp drop below 10-wk.,24.54
8/3/2009,TLEO,27,In buy range between 20.12 buy point and 10-week line.,20.12
5/12/2014,TMH,48,Breaksout ofbase onbasewith 48.60buy point.,48.6
6/9/2014,TMH,46,Extended6% past48.60base-on-base buypoint.,48.6
6/16/2014,TMH,44,Fadesagain; 3% past48.60base-on-basebuy point.,48.6
1/20/2009,TNH,25,Now 4% past its 109.88 b.p.; resistance at 40-week line.,109.88
3/23/2009,TNH,37,Forming handle in double-bottom base w/139.10 buy pt.,139.1
3/30/2009,TNH,29,5% past 139.10 buy pt in handle of double-bottom base.,139.1
4/6/2009,TNH,33,2% past 139.10 buy pt in handle of double-bottom base.,139.1
4/13/2009,TNH,35,Falls below 139.10 buy point and 19% below 52-week high.,139.1
1/10/2011,TPX,43,6% over 38.11 buy pt in cup w/ high handle.,38.11
1/18/2011,TPX,36,9% over 38.11 buy point in cup with high handle.,38.11
1/24/2011,TPX,31,15% over 38.11 buy pt in cup w/ high handle.,38.11
1/31/2011,TPX,28,11% past 38.11 buy point in cup with high handle.,38.11
3/28/2011,TPX,31,Clears49.973-weeks-tightbuy point; needsvolume.,49.973
4/4/2011,TPX,41,"Cleared49.97entry in3-weeks-tight, butnovolume.",49.97
4/18/2011,TPX,33,16%past49.97buy pointafterclearing3-weeks-tight pattern.,49.97
4/25/2011,TPX,31,Extendedpast49.97 buyptafter clearing3-weeks-tight.,49.97
4/26/2010,TPX,36,9% past 31.82 buy pt; breakout from 6-week flat base.,31.82
5/3/2010,TPX,47,"Holds near highs, 6% past 31.82 buy point from flat base.",31.82
5/9/2011,TPX,24,24%past49.97buy pointinthree-weeks-tightpattern.,49.97
5/16/2011,TPX,20,28%past49.97buy pointinthree-weeks-tightpattern.,49.97
5/23/2011,TPX,20,Extended28%past 49.97buypt inthree-weeks-tightpattern.,49.97
